24	268
25	0
26	2057
27	778
20	20
21	5940
22	1266
23	4919
28	2947
29	708
0	0
4	0
8	591
87	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
59	0
58	0
55	139
54	1363
57	4434
56	6393
51	1
50	7451
53	3385
52	0
115	0
114	0
117	0
89	181
111	0
110	0
113	0
112	0
82	0
83	0
80	0
81	0
86	0
118	0
84	0
85	0
3	1
7	766
108	0
109	0
102	0
103	0
100	0
101	1
106	0
107	0
104	0
105	0
39	560
38	3713
33	1243
32	298
31	2167
30	10
37	315
36	5287
35	253
34	95
60	90
61	0
62	20959
63	6855
64	6974
65	4475
66	2439
67	65
68	0
69	45
2	5752
6	777
99	0
98	0
91	1121
90	107
93	147
92	957
95	0
94	526
97	0
96	0
11	7
10	447
13	0
12	0
15	1263
14	0
17	69
16	29
19	410
18	0
88	318
116	0
48	11328
49	0
46	6443
47	4068
44	4742
45	760
42	3449
43	628
40	8327
41	0
1	2219
5	1204
9	657
77	6431
76	257
75	4488
74	0
73	540
72	889
71	8652
70	0
79	0
78	0
