24	278
25	0
26	2024
27	754
20	16
21	5831
22	1295
23	4941
28	3024
29	706
0	0
4	0
8	581
87	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
59	0
58	0
55	139
54	1372
57	4390
56	6360
51	2
50	7443
53	3437
52	0
115	0
114	0
117	0
89	191
111	0
110	0
113	0
112	0
82	0
83	0
80	0
81	0
86	0
118	0
84	0
85	0
3	3
7	775
108	0
109	0
102	0
103	0
100	0
101	1
106	0
107	0
104	0
105	0
39	546
38	3753
33	1281
32	284
31	2104
30	10
37	337
36	5285
35	242
34	88
60	93
61	0
62	20938
63	6837
64	6981
65	4439
66	2394
67	74
68	0
69	38
2	5835
6	780
99	0
98	0
91	1130
90	116
93	144
92	970
95	0
94	486
97	0
96	0
11	6
10	442
13	0
12	0
15	1254
14	0
17	68
16	31
19	426
18	0
88	318
116	0
48	11279
49	0
46	6384
47	4119
44	4804
45	773
42	3404
43	626
40	8497
41	0
1	2187
5	1244
9	668
77	6405
76	267
75	4536
74	0
73	526
72	869
71	8652
70	0
79	0
78	0
