24	277
25	0
26	2019
27	778
20	22
21	5935
22	1299
23	4927
28	3029
29	731
0	0
4	0
8	591
87	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
59	0
58	0
55	134
54	1372
57	4396
56	6369
51	2
50	7401
53	3424
52	0
115	0
114	0
117	0
89	182
111	0
110	0
113	0
112	0
82	0
83	0
80	0
81	0
86	0
118	0
84	0
85	0
3	2
7	761
108	0
109	0
102	0
103	0
100	0
101	0
106	0
107	0
104	0
105	0
39	533
38	3748
33	1269
32	319
31	2124
30	7
37	334
36	5328
35	240
34	80
60	95
61	0
62	20990
63	6831
64	6897
65	4491
66	2393
67	61
68	0
69	38
2	5729
6	778
99	0
98	0
91	1118
90	115
93	141
92	1002
95	0
94	485
97	0
96	0
11	3
10	425
13	0
12	0
15	1231
14	0
17	70
16	31
19	429
18	0
88	309
116	0
48	11355
49	0
46	6415
47	4155
44	4751
45	747
42	3463
43	614
40	8412
41	0
1	2170
5	1230
9	677
77	6440
76	273
75	4578
74	0
73	512
72	893
71	8660
70	0
79	0
78	0
